drug_id,protein_id,protein_name,protein_title,drug_name
DB02379,Q57366,Dimethyl sulfoxide/trimethylamine N-oxide reductase,DSTOR_RHOSH,Beta-D-Glucose
DB02036,Q9I7A8,Peptide deformylase,DEF_PSEAE,"2-(3,4-Dihydro-3-Oxo-2h-Benzo[B][1,4]Thiazin-2-Yl)-N-Hydroxyacetamide"
DB02810,Q9I7A8,Peptide deformylase,DEF_PSEAE,N-(2-Acetamido)Iminodiacetic Acid
DB04310,Q9I7A8,Peptide deformylase,DEF_PSEAE,2-[(Formyl-Hydroxy-Amino)-Methyl]-Heptanoic Acid [1-(2-Hydroxymethyl-Pyrrolidine-1-Carbonyl)-2-Methyl-Propyl]-Amide
DB00518,P83223,Fumarate reductase flavoprotein subunit,FRDA_SHEON,Albendazole
DB01677,P83223,Fumarate reductase flavoprotein subunit,FRDA_SHEON,Fumaric acid
DB03147,P83223,Fumarate reductase flavoprotein subunit,FRDA_SHEON,Flavin adenine dinucleotide
DB02278,P43777,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase,HPPK_HAEIN,"7,8-dihydro-7,7-dimethyl-6-hydroxypterin"
DB02333,P28248,Deoxycytidine triphosphate deaminase,DCD_ECOLI,Deoxyuridine-5'-Triphosphate
DB03258,P28248,Deoxycytidine triphosphate deaminase,DCD_ECOLI,2'-Deoxycytidine 5'-triphosphate
DB02289,P51691,Arylsulfatase,ARS_PSEAE,2-Aminopropanedioic Acid
DB02153,P19080,Chorismate mutase AroH,AROH_BACSU,3-sulfino-L-alanine
DB08427,P19080,Chorismate mutase AroH,AROH_BACSU,Prephenic acid
DB08648,P19080,Chorismate mutase AroH,AROH_BACSU,"8-Hydroxy-2-oxa-bicyclo[3.3.1]non-6-ene-3,5-dicarboxylic acid"
DB02301,P15925,Folylpolyglutamate synthase,FOLC_LACCA,"5,10-Methylene-6-Hydrofolic Acid"
DB03755,P15925,Folylpolyglutamate synthase,FOLC_LACCA,"Adenosine-5'-[Beta, Gamma-Methylene]Tetraphosphate"
DB03801,P15925,Folylpolyglutamate synthase,FOLC_LACCA,Lysine Nz-Carboxylic Acid
DB03909,P15925,Folylpolyglutamate synthase,FOLC_LACCA,"Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate"
DB02608,Q56148,Chloramphenicol 3-O phosphotransferase,CPT_STRVP,"N-[(1R,2R)-1,3-Dihydroxy-1-(4-nitrophenyl)-2-propanyl]acetamide"
DB02930,Q56148,Chloramphenicol 3-O phosphotransferase,CPT_STRVP,Adenosine 5'-[gamma-thio]triphosphate
DB04411,Q56148,Chloramphenicol 3-O phosphotransferase,CPT_STRVP,Alpha-N-Dichloroacetyl-P-Aminophenylserinol
DB02313,P04936,Genome polyprotein,POLG_HRV2,"Ethyl (4R)-4-{[(2R,5S)-2-(4-fluorobenzyl)-6-methyl-5-{[(5-methyl-1,2-oxazol-3-yl)carbonyl]amino}-4-oxoheptanoyl]amino}-5-[(3S)-2-oxo-3-pyrrolidinyl]pentanoate"
DB03017,P04936,Genome polyprotein,POLG_HRV2,Lauric acid
DB03814,P25006,Copper-containing nitrite reductase,NIR_ACHCY,2-(N-morpholino)ethanesulfonic acid
DB02213,P01556,Cholera enterotoxin subunit B,CHTB_VIBCH,Metanitrophenyl-Alpha-D-Galactoside
DB02379,P01556,Cholera enterotoxin subunit B,CHTB_VIBCH,Beta-D-Glucose
DB02474,P01556,Cholera enterotoxin subunit B,CHTB_VIBCH,BMSC-0013
DB02572,P01556,Cholera enterotoxin subunit B,CHTB_VIBCH,"1,3-bis-([3-[3-[3-(4-{3-[3-nitro-5-(galactopyranosyloxy)-benzoylamino]-propyl}-piperazin-1-yl)-propylamino-3,4-dioxo-cyclobutenyl]-amino-propoxy-ethoxy-ethoxy]-propyl-]amino-carbonyloxy)-2-amino-propane"
DB02574,P01556,Cholera enterotoxin subunit B,CHTB_VIBCH,BV2
DB02802,P01556,Cholera enterotoxin subunit B,CHTB_VIBCH,3-(alpha-D-Galactopyranosyloxy)-5-nitrobenzamide
DB02903,P01556,Cholera enterotoxin subunit B,CHTB_VIBCH,"1,3-bis-([[3-(4-{3-[3-nitro-5-(galactopyranosyloxy)-benzoylamino]-propyl}-piperazin-1-yl)-propylamino-3,4-dioxo-cyclobutenyl]-amino-ethyl]-amino-carbonyloxy)-2-amino-propane"
DB03077,P01556,Cholera enterotoxin subunit B,CHTB_VIBCH,"3-Amino-4-{3-[2-(2-Propoxy-Ethoxy)-Ethoxy]-Propylamino}-Cyclobut-3-Ene-1,2-Dione"
DB03235,P01556,Cholera enterotoxin subunit B,CHTB_VIBCH,N-{3-[4-(3-aminopropyl)piperazin-1-yl]propyl}-3-(alpha-D-galactopyranosyloxy)-5-nitrobenzamide
DB03524,P01556,Cholera enterotoxin subunit B,CHTB_VIBCH,"N-[3-[4-(3-aminopropyl)piperazin-1-yl]propyl]-3-[(2-thiophen-2-ylacetyl)amino]-5-[(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxybenzamide"
DB03721,P01556,Cholera enterotoxin subunit B,CHTB_VIBCH,N-acetyl-alpha-neuraminic acid
DB04073,P01556,Cholera enterotoxin subunit B,CHTB_VIBCH,N-{3-[4-(3-amino-propyl)-piperazin-1-yl]-propyl}-3-nitro-5-(galactopyranosyl)-beta-benzamide
DB04210,P01556,Cholera enterotoxin subunit B,CHTB_VIBCH,"3-(alpha-D-galactopyranosyloxy)-N-(3-{4-[3-({2-[(3-{4-[3-({[3-(hexopyranosyloxy)-5-nitrophenyl]carbonyl}amino)propyl]piperazin-1-yl}propyl)amino]-3,4-dioxocyclobut-1-en-1-yl}amino)propyl]piperazin-1-yl}propyl)-5-nitrobenzamide"
DB02321,O34667,S-ribosylhomocysteine lyase,LUXS_BACSU,"5-(3-Amino-4,4-Dihyroxy-Butylsulfanylmethyl)-Tetrahydro-Furan-2,3,4-Triol"
DB03661,O34667,S-ribosylhomocysteine lyase,LUXS_BACSU,L-cysteic acid
DB04182,O34667,S-ribosylhomocysteine lyase,LUXS_BACSU,"(S)-2-Amino-4-[(2s,3r)-2,3,5-Trihydroxy-4-Oxo-Pentyl]Mercapto-Butyric Acid"
DB04422,O34667,S-ribosylhomocysteine lyase,LUXS_BACSU,Homocysteine
DB02280,P11444,Mandelate racemase,MANR_PSEPU,(R)-Mandelic acid
DB03357,P11444,Mandelate racemase,MANR_PSEPU,(S)-Mandelic acid
DB07381,P11444,Mandelate racemase,MANR_PSEPU,(S)-atrolactic acid
DB03075,P0A820,S-adenosylmethionine synthase,METK_SHIFL,(Diphosphono)Aminophosphonic Acid
DB04395,P0A820,S-adenosylmethionine synthase,METK_SHIFL,Phosphoaminophosphonic Acid-Adenylate Ester
DB04554,P0A820,S-adenosylmethionine synthase,METK_SHIFL,8-Bromoadenosine-5'-Diphosphate
DB02237,P13507,"Glucan 1,4-alpha-maltotetraohydrolase",AMT4_PSEST,Maltotetraose
DB02379,P13507,"Glucan 1,4-alpha-maltotetraohydrolase",AMT4_PSEST,Beta-D-Glucose
DB01643,P00469,Thymidylate synthase,TYSY_LACCA,Thymidine monophosphate
DB02301,P00469,Thymidylate synthase,TYSY_LACCA,"5,10-Methylene-6-Hydrofolic Acid"
DB03541,P00469,Thymidylate synthase,TYSY_LACCA,"10-Propargyl-5,8-Dideazafolic Acid"
DB03685,P00469,Thymidylate synthase,TYSY_LACCA,Uridine monophosphate
DB03761,P00469,Thymidylate synthase,TYSY_LACCA,5-fluoro-2'-deoxyuridine-5'-monophosphate
DB03798,P00469,Thymidylate synthase,TYSY_LACCA,2'-Deoxycytidine-5'-Monophosphate
DB03800,P00469,Thymidylate synthase,TYSY_LACCA,Deoxyuridine monophosphate
DB06860,P00469,Thymidylate synthase,TYSY_LACCA,"2-(2-chloropyridin-4-yl)-4-methyl-1H-isoindole-1,3(2H)-dione"
DB07507,P00469,Thymidylate synthase,TYSY_LACCA,"2-(4-hydroxybiphenyl-3-yl)-4-methyl-1H-isoindole-1,3(2H)-dione"
DB07511,P00469,Thymidylate synthase,TYSY_LACCA,"4-(4-methyl-1,3-dioxo-1,3-dihydro-2H-isoindol-2-yl)benzonitrile"
DB08204,P00469,Thymidylate synthase,TYSY_LACCA,3-DIPHENOL-6-NITRO-3H-BENZO[DE]ISOCHROMEN-1-ONE
DB02180,P30418,Glycylpeptide N-tetradecanoyltransferase,NMT_CANAL,Myristoyl-Coa
DB02477,P30418,Glycylpeptide N-tetradecanoyltransferase,NMT_CANAL,N-({4-[4-(2-Methyl-1H-imidazol-1-yl)butyl]phenyl}acetyl)-L-seryl-N-(2-cyclohexylethyl)-L-lysinamide
DB03062,P30418,Glycylpeptide N-tetradecanoyltransferase,NMT_CANAL,(1-Methyl-1h-Imidazol-2-Yl)-(3-Methyl-4-{3-[(Pyridin-3-Ylmethyl)-Amino]-Propoxy}-Benzofuran-2-Yl)-Methanone
DB02092,P32947,Lipase 3,LIP3_CANRU,Cholesteryl Linoleate
DB03500,P32947,Lipase 3,LIP3_CANRU,Tricosanoic acid
DB01810,Q9UBX1,Cathepsin F,CATF_HUMAN,"[1-(1-Methyl-4,5-Dioxo-Pent-2-Enylcarbamoyl)-2-Phenyl-Ethyl]-Carbamic Acid Benzyl Ester"
DB01871,Q9UBX1,Cathepsin F,CATF_HUMAN,[1-(1-Benzyl-3-Hydroxy-2-Oxo-Propylcarbamoyl)-2-Phenyl-Ethyl]-Carbamic Acid Benzyl Ester
DB02243,Q9UBX1,Cathepsin F,CATF_HUMAN,4-Morpholin-4-Yl-Piperidine-1-Carboxylic Acid [1-(3-Benzenesulfonyl-1-Propyl-Allylcarbamoyl)-2-Phenylethyl]-Amide
DB03536,Q9UBX1,Cathepsin F,CATF_HUMAN,Benzyl N-[(2S)-5-(diaminomethylamino)-1-[[(2S)-4-fluoro-3-oxobutan-2-yl]amino]-1-oxopentan-2-yl]carbamate
DB03573,Q9UBX1,Cathepsin F,CATF_HUMAN,WRR-99
DB03691,Q9UBX1,Cathepsin F,CATF_HUMAN,WRR-112
DB07913,Q9UBX1,Cathepsin F,CATF_HUMAN,HOMOPHENYLALANINYLMETHANE
DB08775,Q9UBX1,Cathepsin F,CATF_HUMAN,Benzoyl-tyrosine-alanine-fluoro-methyl ketone
DB02144,Q00169,Phosphatidylinositol transfer protein alpha isoform,PIPNA_HUMAN,"1,2-diacyl-sn-glycero-3-phosphoinositol"
DB03690,Q00169,Phosphatidylinositol transfer protein alpha isoform,PIPNA_HUMAN,"(Z,Z)-4-Hydroxy-N,N,N-Trimethyl-10-Oxo-7-[(1-Oxo-9-Octadecenyl)Oxy]-3,5,9-Trioxa-4-Phosphaheptacos-18-En-1-Aminium-4-Oxide"
DB02038,P16932,"2,2-dialkylglycine decarboxylase",DGDA_BURCE,"D-[3-hydroxy-2-methyl-5-phosphonooxymethyl-pyridin-4-ylmethyl]-N,O-cycloserylamide"
DB02849,P16932,"2,2-dialkylglycine decarboxylase",DGDA_BURCE,N-Pyridoxyl-1-Amino-Cyclopropanecarboxylic Acid-5-Monophosphate
DB03787,P16932,"2,2-dialkylglycine decarboxylase",DGDA_BURCE,"(5-Hydroxy-6-methyl-4-{[(E)-(3-oxo-1,2-oxazolidin-4-ylidene)amino]methyl}-3-pyridinyl)methyl dihydrogen phosphate"
DB04241,P16932,"2,2-dialkylglycine decarboxylase",DGDA_BURCE,N-Pyridoxyl-2-Methylalanine-5-Phosphate
DB02130,P26602,Chorismate pyruvate-lyase,UBIC_ECOLI,Vanillic acid
DB04242,P26602,Chorismate pyruvate-lyase,UBIC_ECOLI,4-hydroxybenzoic acid
DB02346,Q55793,Probable cysteine desulfurase,CSD_SYNY3,3'-O-N-Octanoyl-a-D-Glucopyranosyl-B-D-Fructofuranoside
DB02142,P19938,D-alanine aminotransferase,DAAA_BACYM,Pyridoxamine-5'-Phosphate
DB02142,P22256,4-aminobutyrate aminotransferase GabT,GABT_ECOLI,Pyridoxamine-5'-Phosphate
DB02783,P22256,4-aminobutyrate aminotransferase GabT,GABT_ECOLI,4'-Deoxy-4'-Acetylyamino-Pyridoxal-5'-Phosphate
DB02345,P77444,Cysteine desulfurase,SUFS_ECOLI,Selenocysteine
DB02761,P77444,Cysteine desulfurase,SUFS_ECOLI,S-Mercaptocysteine
DB03049,P77444,Cysteine desulfurase,SUFS_ECOLI,S-Selanyl Cysteine
DB04217,P77444,Cysteine desulfurase,SUFS_ECOLI,L-2-amino-3-butynoic acid
DB02038,Q8ZNF3,UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase,ARNB_SALTY,"D-[3-hydroxy-2-methyl-5-phosphonooxymethyl-pyridin-4-ylmethyl]-N,O-cycloserylamide"
DB02142,Q8ZNF3,UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase,ARNB_SALTY,Pyridoxamine-5'-Phosphate
DB02175,P0A793,Aspartate 1-decarboxylase,PAND_SHIFL,Malonic acid
DB03382,P0A793,Aspartate 1-decarboxylase,PAND_SHIFL,S-oxy-L-cysteine
DB02210,Q56313,Holliday junction ATP-dependent DNA helicase RuvB,RUVB_THEMA,"Hexane-1,6-Diol"
DB02217,Q9NPB1,"5'(3')-deoxyribonucleotidase, mitochondrial",NT5M_HUMAN,Dpb-T
DB04672,Q9NPB1,"5'(3')-deoxyribonucleotidase, mitochondrial",NT5M_HUMAN,"Cyclic 3',5'-thymidine monophosphate"
DB02075,P20035,Hypoxanthine-guanine-xanthine phosphoribosyltransferase,HGXR_PLAFG,"[(2R,3R,4S,5S)-3,4-Dihydroxy-5-(4-oxo-4,5-dihydro-1H-pyrrolo[3,2-d]pyrimidin-7-yl)-2-pyrrolidinyl]methyl dihydrogen phosphate"
DB11638,P20035,Hypoxanthine-guanine-xanthine phosphoribosyltransferase,HGXR_PLAFG,Artenimol
DB02270,P22939,Farnesyl diphosphate synthase,ISPA_ECOLI,Dimethylallyl S-Thiolodiphosphate
DB02508,P22939,Farnesyl diphosphate synthase,ISPA_ECOLI,Isopentyl Pyrophosphate
DB04160,P22939,Farnesyl diphosphate synthase,ISPA_ECOLI,Pyrophosphoric acid
DB02274,P12995,Adenosylmethionine-8-amino-7-oxononanoate aminotransferase,BIOA_ECOLI,7-Keto-8-Aminopelargonic Acid
DB02725,P12995,Adenosylmethionine-8-amino-7-oxononanoate aminotransferase,BIOA_ECOLI,"2-Amino-4-(4-Amino-Cyclohexa-2,5-Dienyl)-Butyric Acid"
DB04083,P12995,Adenosylmethionine-8-amino-7-oxononanoate aminotransferase,BIOA_ECOLI,N(6)-(pyridoxal phosphate)-L-lysine
DB02023,P08337,8-oxo-dGTP diphosphatase,MUTT_ECOLI,8-oxo-dGMP
DB01861,Q14376,UDP-glucose 4-epimerase,GALE_HUMAN,Uridine diphosphate glucose
DB02196,Q14376,UDP-glucose 4-epimerase,GALE_HUMAN,Uridine-Diphosphate-N-Acetylgalactosamine
DB03041,Q14376,UDP-glucose 4-epimerase,GALE_HUMAN,UDP-alpha-D-glucuronic acid
DB03095,Q14376,UDP-glucose 4-epimerase,GALE_HUMAN,Tetramethylammonium
DB03397,Q14376,UDP-glucose 4-epimerase,GALE_HUMAN,Uridine-Diphosphate-N-Acetylglucosamine
DB03501,Q14376,UDP-glucose 4-epimerase,GALE_HUMAN,Galactose-uridine-5'-diphosphate
DB02431,P42216,3-deoxy-manno-octulosonate cytidylyltransferase,KPSU5_ECOLX,Cytidine-5'-Triphosphate
DB03403,P42216,3-deoxy-manno-octulosonate cytidylyltransferase,KPSU5_ECOLX,Cytidine-5'-Monophosphate
DB03721,P42216,3-deoxy-manno-octulosonate cytidylyltransferase,KPSU5_ECOLX,N-acetyl-alpha-neuraminic acid
DB04482,P42216,3-deoxy-manno-octulosonate cytidylyltransferase,KPSU5_ECOLX,Cmp-2-Keto-3-Deoxy-Octulosonic Acid
DB04555,P42216,3-deoxy-manno-octulosonate cytidylyltransferase,KPSU5_ECOLX,Cytidine-5'-Diphosphate
DB02059,P00438,p-hydroxybenzoate hydroxylase,PHHY_PSEFL,Adenosine-5-Diphosphoribose
DB02839,P00438,p-hydroxybenzoate hydroxylase,PHHY_PSEFL,"2,4-Dihydroxybenzoic Acid"
DB03147,P00438,p-hydroxybenzoate hydroxylase,PHHY_PSEFL,Flavin adenine dinucleotide
DB04242,P00438,p-hydroxybenzoate hydroxylase,PHHY_PSEFL,4-hydroxybenzoic acid
DB02159,P39126,Isocitrate dehydrogenase [NADP],IDH_BACSU,(R)-Propylene glycol
DB04272,P39126,Isocitrate dehydrogenase [NADP],IDH_BACSU,Citric acid
DB04349,P39126,Isocitrate dehydrogenase [NADP],IDH_BACSU,"(S)-propane-1,2-diol"
DB04530,P39126,Isocitrate dehydrogenase [NADP],IDH_BACSU,"S,S-(2-Hydroxyethyl)Thiocysteine"
DB01942,P0A7E1,Dihydroorotate dehydrogenase (quinone),PYRD_ECOLI,Formic acid
DB02262,P0A7E1,Dihydroorotate dehydrogenase (quinone),PYRD_ECOLI,Orotic acid
DB03247,P0A7E1,Dihydroorotate dehydrogenase (quinone),PYRD_ECOLI,Flavin mononucleotide
DB02368,Q8P8J2,N-acetylornithine carbamoyltransferase,AOTC_XANCP,N-Acetyl-L-Citrulline
DB08554,Q8P8J2,N-acetylornithine carbamoyltransferase,AOTC_XANCP,N-(3-carboxypropanoyl)-L-norvaline
DB02333,Q02169,Septum formation protein Maf,MAF_BACSU,Deoxyuridine-5'-Triphosphate
DB02307,P14756,Elastase,ELAS_PSEAE,N-(1-carboxy-3-phenylpropyl)phenylalanyl-alpha-asparagine
DB01593,P09871,Complement C1s subcomponent,C1S_HUMAN,Zinc
DB02371,P09871,Complement C1s subcomponent,C1S_HUMAN,"2-(2-Hydroxy-1,1-Dihydroxymethyl-Ethylamino)-Ethanesulfonic Acid"
DB06404,P09871,Complement C1s subcomponent,C1S_HUMAN,Human C1-esterase inhibitor
DB09130,P09871,Complement C1s subcomponent,C1S_HUMAN,Copper
DB09228,P09871,Complement C1s subcomponent,C1S_HUMAN,Conestat alfa
DB14487,P09871,Complement C1s subcomponent,C1S_HUMAN,Zinc acetate
DB14533,P09871,Complement C1s subcomponent,C1S_HUMAN,Zinc chloride
DB14548,P09871,Complement C1s subcomponent,C1S_HUMAN,"Zinc sulfate, unspecified form"
DB14996,P09871,Complement C1s subcomponent,C1S_HUMAN,Sutimlimab
DB02283,P46828,Catabolite control protein A,CCPA_BACME,2-Phenylamino-Ethanesulfonic Acid
DB01987,P27696,"Acetolactate synthase, catabolic",ILVB_KLEPN,Cocarboxylase
DB02327,P27696,"Acetolactate synthase, catabolic",ILVB_KLEPN,Triethylene glycol
DB03361,P27696,"Acetolactate synthase, catabolic",ILVB_KLEPN,"2-{(9as)-9a-[(1s)-1-Hydroxyethyl]-2,7-Dimethyl-9a,10-Dihydro-5h-Pyrimido[4,5-D][1,3]Thiazolo[3,2-a]Pyrimidin-8-Yl}Ethyl Trihydrogen Diphosphate"
DB02233,P06608,L-asparaginase,ASPG_DICCH,6-hydroxy-D-norleucine
DB02655,P06608,L-asparaginase,ASPG_DICCH,D-Aspartic Acid
DB03412,P06608,L-asparaginase,ASPG_DICCH,6-hydroxynorleucine
DB01632,P08870,Orotate phosphoribosyltransferase,PYRE_SALTY,5-O-phosphono-alpha-D-ribofuranosyl diphosphate
DB02262,P08870,Orotate phosphoribosyltransferase,PYRE_SALTY,Orotic acid
DB00134,P50579,Methionine aminopeptidase 2,MAP2_HUMAN,Methionine
DB01422,P50579,Methionine aminopeptidase 2,MAP2_HUMAN,Nitroxoline
DB02310,P50579,Methionine aminopeptidase 2,MAP2_HUMAN,"3,5,6,8-Tetramethyl-N-Methyl Phenanthrolinium"
DB02640,P50579,Methionine aminopeptidase 2,MAP2_HUMAN,Fumagillin
DB02893,P50579,Methionine aminopeptidase 2,MAP2_HUMAN,D-Methionine
DB03086,P50579,Methionine aminopeptidase 2,MAP2_HUMAN,"N'-(2s,3r)-3-Amino-4-Cyclohexyl-2-Hydroxy-Butano-N-(4-Methylphenyl)Hydrazide"
DB03396,P50579,Methionine aminopeptidase 2,MAP2_HUMAN,"(2R,3R,4S,5R,6E)-3,4,5-Trihydroxy-N-[(3S,6R)-6-hydroxy-2-oxo-3-azepanyl]-2-methoxy-8,8-dimethyl-6-nonenamide"
DB03900,P50579,Methionine aminopeptidase 2,MAP2_HUMAN,tert-butanol
DB04108,P50579,Methionine aminopeptidase 2,MAP2_HUMAN,"(2s,3r)-3-Amino-2-Hydroxy-5-(Ethylsulfanyl)Pentanoyl-((S)-(-)-(1-Naphthyl)Ethyl)Amide"
DB04324,P50579,Methionine aminopeptidase 2,MAP2_HUMAN,Ovalicin
DB05864,P50579,Methionine aminopeptidase 2,MAP2_HUMAN,PPI-2458
DB07309,P50579,Methionine aminopeptidase 2,MAP2_HUMAN,5-BROMO-2-{[(4-CHLOROPHENYL)SULFONYL]AMINO}BENZOIC ACID
DB07313,P50579,Methionine aminopeptidase 2,MAP2_HUMAN,5-METHYL-2-[(PHENYLSULFONYL)AMINO]BENZOIC ACID
DB07322,P50579,Methionine aminopeptidase 2,MAP2_HUMAN,"2-[(PHENYLSULFONYL)AMINO]-5,6,7,8-TETRAHYDRONAPHTHALENE-1-CARBOXYLIC ACID"
DB07323,P50579,Methionine aminopeptidase 2,MAP2_HUMAN,"2-[({2-[(1Z)-3-(DIMETHYLAMINO)PROP-1-ENYL]-4-FLUOROPHENYL}SULFONYL)AMINO]-5,6,7,8-TETRAHYDRONAPHTHALENE-1-CARBOXYLIC ACID"
DB07377,P50579,Methionine aminopeptidase 2,MAP2_HUMAN,"N'-((2S,3R)-3-AMINO-2-HYDROXY-5-(ISOPROPYLSULFANYL)PENTANOYL)-N-3-CHLOROBENZOYL HYDRAZIDE"
DB07746,P50579,Methionine aminopeptidase 2,MAP2_HUMAN,3-ETHYL-6-{[(4-FLUOROPHENYL)SULFONYL]AMINO}-2-METHYLBENZOIC ACID
DB08633,P50579,Methionine aminopeptidase 2,MAP2_HUMAN,TNP-470
DB02127,P0A433,Parathion hydrolase,OPD_SPHSA,Diisopropyl methylphosphonate
DB02138,P0A433,Parathion hydrolase,OPD_SPHSA,Diethyl 4-Methylbenzylphosphonate
DB02192,P0A433,Parathion hydrolase,OPD_SPHSA,Phenylethyl alcohol
DB02437,P0A433,Parathion hydrolase,OPD_SPHSA,(5r)-5-Amino-6-Hydroxyhexylcarbamic Acid
DB03347,P0A433,Parathion hydrolase,OPD_SPHSA,Triethyl phosphate
DB03801,P0A433,Parathion hydrolase,OPD_SPHSA,Lysine Nz-Carboxylic Acid
DB03822,P0A433,Parathion hydrolase,OPD_SPHSA,Ethyl dihydrogen phosphate
DB02205,P22513,"Glyceraldehyde-3-phosphate dehydrogenase, glycosomal",G3PG_TRYCR,(+)-Rutamarin alcohol
DB03211,P22513,"Glyceraldehyde-3-phosphate dehydrogenase, glycosomal",G3PG_TRYCR,(3-Formyl-but-3-Enyl)-Phosphonic Acid
DB11820,P22513,"Glyceraldehyde-3-phosphate dehydrogenase, glycosomal",G3PG_TRYCR,Nifurtimox
DB02151,P00959,Methionine--tRNA ligase,SYM_ECOLI,Methionine Phosphonate
DB02229,P00959,Methionine--tRNA ligase,SYM_ECOLI,5'-O-[(L-methionyl)-sulphamoyl]adenosine
DB03799,P00959,Methionine--tRNA ligase,SYM_ECOLI,Trifluoromethionine
DB03816,P00959,Methionine--tRNA ligase,SYM_ECOLI,Difluoromethionine
DB04015,P00959,Methionine--tRNA ligase,SYM_ECOLI,Methionine Phosphinate
DB02314,P22188,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase",MURE_ECOLI,Uridine-5'-Diphosphate-N-Acetylmuramoyl-L-Alanine-D-Glutamate
DB03590,P22188,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase",MURE_ECOLI,"2,6-Diaminopimelic Acid"
DB03801,P22188,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase",MURE_ECOLI,Lysine Nz-Carboxylic Acid
DB02061,P37700,Endoglucanase G,GUNG_CLOCE,Cellobiose
DB02361,P37700,Endoglucanase G,GUNG_CLOCE,S-Methyl Thiocysteine Group
DB02379,P37700,Endoglucanase G,GUNG_CLOCE,Beta-D-Glucose
DB03584,P37700,Endoglucanase G,GUNG_CLOCE,4-Thio-beta-D-glucopyranose
DB03859,P37700,Endoglucanase G,GUNG_CLOCE,1-thio-beta-D-glucopyranose
DB02209,P0A794,Pyridoxine 5'-phosphate synthase,PDXJ_ECOLI,Pyridoxine phosphate
DB02496,P0A794,Pyridoxine 5'-phosphate synthase,PDXJ_ECOLI,1-Deoxy-D-xylulose 5-phosphate
DB02515,P0A794,Pyridoxine 5'-phosphate synthase,PDXJ_ECOLI,sn-glycerol 3-phosphate
DB01812,Q9Y663,Heparan sulfate glucosamine 3-O-sulfotransferase 3A1,HS3SA_HUMAN,"Adenosine 3',5'-diphosphate"
DB02264,Q9Y663,Heparan sulfate glucosamine 3-O-sulfotransferase 3A1,HS3SA_HUMAN,O2-Sulfo-Glucuronic Acid
DB03959,Q9Y663,Heparan sulfate glucosamine 3-O-sulfotransferase 3A1,HS3SA_HUMAN,"N,O6-Disulfo-Glucosamine"
DB03981,Q9Y663,Heparan sulfate glucosamine 3-O-sulfotransferase 3A1,HS3SA_HUMAN,"1,4-Dideoxy-5-Dehydro-O2-Sulfo-Glucuronic Acid"
DB02703,P00484,Chloramphenicol acetyltransferase 3,CAT3_ECOLX,Fusidic acid
DB02839,P20586,p-hydroxybenzoate hydroxylase,PHHY_PSEAE,"2,4-Dihydroxybenzoic Acid"
DB03147,P20586,p-hydroxybenzoate hydroxylase,PHHY_PSEAE,Flavin adenine dinucleotide
DB03482,P20586,p-hydroxybenzoate hydroxylase,PHHY_PSEAE,8-demethyl-8-dimethylamino-flavin-adenine-dinucleotide
DB04242,P20586,p-hydroxybenzoate hydroxylase,PHHY_PSEAE,4-hydroxybenzoic acid
DB00446,P24093,Dr hemagglutinin structural subunit,DRAA_ECOLX,Chloramphenicol
DB07492,P24093,Dr hemagglutinin structural subunit,DRAA_ECOLX,Bromamphenicol
DB07565,P24093,Dr hemagglutinin structural subunit,DRAA_ECOLX,Chloramphenicol succinate
DB08621,P24093,Dr hemagglutinin structural subunit,DRAA_ECOLX,Thiamphenicol
DB02319,Q46856,Alcohol dehydrogenase YqhD,YQHD_ECOLI,"5,6-dihydroxy-NADP"
DB02022,P25052,Aminopyrimidine aminohydrolase,TENA_BACSU,4-Amino-5-Hydroxymethyl-2-Methylpyrimidine
DB02236,P33221,Phosphoribosylglycinamide formyltransferase 2,PURT_ECOLI,Glycinamide Ribonucleotide
DB02930,P33221,Phosphoribosylglycinamide formyltransferase 2,PURT_ECOLI,Adenosine 5'-[gamma-thio]triphosphate
DB03434,P33221,Phosphoribosylglycinamide formyltransferase 2,PURT_ECOLI,3-(N-morpholino)propanesulfonic acid
DB03909,P33221,Phosphoribosylglycinamide formyltransferase 2,PURT_ECOLI,"Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate"
DB04395,P33221,Phosphoribosylglycinamide formyltransferase 2,PURT_ECOLI,Phosphoaminophosphonic Acid-Adenylate Ester
DB02124,Q51792,"Trans-2,3-dihydro-3-hydroxyanthranilate isomerase",PHZF_PSEFL,"(2s,3s)-Trans-2,3-Dihydro-3-Hydroxyanthranilic Acid"
DB03644,Q51792,"Trans-2,3-dihydro-3-hydroxyanthranilate isomerase",PHZF_PSEFL,3-hydroxyanthranilic acid
